dataset_path,gpu_id,image_folder,output_folder,psnr,test_LPIPS,test_PSNR,test_SSIM
/optane/nerf_datasets/360/stump,3,images_4,output/stump_ifimages_4_r43_500k,26.77268544782468,0.3613305687904358,25.457923889160156,0.7127690315246582
/optane/nerf_datasets/360/bicycle,1,images_4,output/bicycle_ifimages_4_r43_500k,22.864633352658018,0.41500550508499146,23.963895797729492,0.6591671705245972
/optane/nerf_datasets/360/garden,2,images_4,output/garden_ifimages_4_r43_500k,26.344680567481333,0.24462451040744781,26.1346435546875,0.8031976819038391
/optane/nerf_datasets/360/treehill,3,images_4,output/treehill_ifimages_4_r43_500k,22.103493682323222,0.4830176532268524,22.55640983581543,0.6048570871353149
/optane/nerf_datasets/360/flowers,1,images_4,output/flowers_ifimages_4_r43_500k,22.310578842219083,0.4191577732563019,20.91655731201172,0.5584272742271423
/optane/nerf_datasets/360/room,2,images_2,output/room_ifimages_2_r43_500k,32.41646700053028,0.32013067603111267,30.948915481567383,0.911867082118988
/optane/nerf_datasets/360/counter,3,images_2,output/counter_ifimages_2_r43_500k,29.76510946180366,0.28113168478012085,28.677005767822266,0.8996564745903015
/optane/nerf_datasets/360/bonsai,2,images_2,output/bonsai_ifimages_2_r43_500k,31.615727293203644,0.26847270131111145,31.411357879638672,0.9347470998764038
/optane/nerf_datasets/360/kitchen,1,images_2,output/kitchen_ifimages_2_r43_500k,30.83967036758912,0.1884986162185669,30.711729049682617,0.91529780626297
